Job Number,Date,Title,URL
502198,2025-09-08,Physiotherapeutin / Physiotherapeut Schwerpunkt MSK 80-100 %,https://physioswiss.ch/stelleninserate/117606/physiotherapeutin-physiotherapeut-schwerpunkt-msk-80-100/
502202,2025-09-08,Physiotherapeut/in in Physio Bassersdorf,https://physioswiss.ch/stelleninserate/117696/physiotherapeut-in-in-physio-bassersdorf/
502193,2025-09-07,Physiotherapeut (m/w/d) in Eschenbach SG,https://physioswiss.ch/stelleninserate/117579/physiotherapeut-m-w-d-in-eschenbach-sg/
501947,2025-09-06,Physiotherapeut/in 30 – 80% gesucht /8008 Seefeld ZH am Zürichsee,https://physioswiss.ch/stelleninserate/117460/physiotherapeut-in-30-80-gesucht-8008-seefeld-zh-am-zuerichsee/
502182,2025-09-06,Teamleitung Physiotherapeutin / Physiotherapeut Neurologie (a) 80%,https://physioswiss.ch/stelleninserate/117490/teamleitung-physiotherapeutin-physiotherapeut-neurologie-a-80/
502186,2025-09-06,Praxisausbildner:in Physiotherapie (80-100%) – Deine neue Herausforderung in Uster,https://physioswiss.ch/stelleninserate/117524/praxisausbildnerin-physiotherapie-80-100-deine-neue-herausforderung-in-uster/
502190,2025-09-06,Dipl. Physiotherapeut/in 50 – 80% in Adliswil,https://physioswiss.ch/stelleninserate/117556/dipl-physiotherapeut-in-50-80-in-adliswil/
502191,2025-09-06,(Kopie) Dipl. Physiotherapeut:innen (20 -100%),https://physioswiss.ch/stelleninserate/117559/kopie-dipl-physiotherapeutinnen-20-100/
502192,2025-09-06,Dipl. Physiotherapeut/in 40% – 80% am Bodensee,https://physioswiss.ch/stelleninserate/117567/dipl-physiotherapeut-in-40-80-am-bodensee/
502173,2025-09-05,Therapiezentrum sucht Verstärkung. Auch Berufsanfänger gewünscht,https://physioswiss.ch/stelleninserate/117342/therapiezentrum-sucht-verstaerkung-auch-berufsanfaenger-gewuenscht/
502174,2025-09-05,PhysiotherapeutIn (80 – 100%) für Zentrum in Bern gesucht,https://physioswiss.ch/stelleninserate/117350/physiotherapeutin-80-100-fuer-zentrum-in-bern-gesucht/
502175,2025-09-05,PhysiotherapeutIn (40 – 100%) für Zentrum in Olten gesucht,https://physioswiss.ch/stelleninserate/117354/physiotherapeutin-40-100-fuer-zentrum-in-olten-gesucht/
502176,2025-09-05,Dipl. Physiotherapeut/in 40% bis 100%,https://physioswiss.ch/stelleninserate/117425/dipl-physiotherapeut-in-40-bis-100/
502179,2025-09-05,"Arbeiten, wo andere Urlaub machen | Dipl. Physiotherapeut:in FH (40 – 100 %)",https://physioswiss.ch/stelleninserate/117463/arbeiten-wo-andere-urlaub-machen-dipl-physiotherapeutin-fh-40-100/
502181,2025-09-05,Physiotherapeut/in (50-100%),https://physioswiss.ch/stelleninserate/117476/physiotherapeut-in-50-100/
502183,2025-09-05,Dipl. Physiotherapeut/in 50-90%,https://physioswiss.ch/stelleninserate/117498/dipl-physiotherapeut-in-50-90/
502184,2025-09-05,Physiotherapeut/-in (80% bis 100%),https://physioswiss.ch/stelleninserate/117501/physiotherapeut-in-80-bis-100/
502185,2025-09-05,Dipl. Physiotherapeut/in,https://physioswiss.ch/stelleninserate/117514/dipl-physiotherapeut-in/
502187,2025-09-05,Physiothérapeute à 50-100%,https://physioswiss.ch/stelleninserate/117541/physiotherapeute-a-50-100/
502188,2025-09-05,physio@home sucht Verstärkung,https://physioswiss.ch/stelleninserate/117544/physiohome-sucht-verstaerkung/
502189,2025-09-05,Vertretung Kinder-Physiotherapeut:In 40-100% Ostschweiz,https://physioswiss.ch/stelleninserate/117548/vertretung-kinder-physiotherapeutin-40-100-ostschweiz/
502171,2025-09-04,Dipl. Physiotherapeut/in 50-100%,https://physioswiss.ch/stelleninserate/117286/dipl-physiotherapeut-in-50-100/
502160,2025-09-03,Dipl. Physiotherapeut/In mit SRK Anerkennung,https://physioswiss.ch/stelleninserate/117179/dipl-physiotherapeut-in-mit-srk-anerkennung/
502166,2025-09-03,Physiotherapeut/in (50-100%) in Wallisellen / Zürich Oerlikon,https://physioswiss.ch/stelleninserate/117232/physiotherapeut-in-50-100-in-wallisellen-zuerich-oerlikon/
502135,2025-09-02,Physiotherapeut:in 50-80% / Physiothérapeute 50-80%,https://physioswiss.ch/stelleninserate/116778/physiotherapeutin-50-80-physiotherapeute-50-80/
502098,2025-08-30,Mehr Freiheit! Physiotherapeutin (w/m/d) ab 20% in Rüti ZH mit Möglichkeit zur Praxisübernahme,https://physioswiss.ch/stelleninserate/116402/mehr-freiheit-physiotherapeutin-w-m-d-ab-20-in-rueti-zh-mit-moeglichkeit-zur-praxisuebernahme/
502133,2025-08-29,PhysiotherapeutIn (80- 100%) im Zürcher Oberland gesucht,https://physioswiss.ch/stelleninserate/116766/physiotherapeutin-80-100-im-zuercher-oberland-gesucht/
502124,2025-08-28,Physiotherapeut*in gesucht 40-100% per sofort (od. n. Abspr.),https://physioswiss.ch/stelleninserate/116640/physiotherapeutin-gesucht-40-100-per-sofort-od-n-abspr/
502118,2025-08-27,Physio: Wenn nicht bei uns wo sonst?!,https://physioswiss.ch/stelleninserate/116538/physio-wenn-nicht-bei-uns-wo-sonst/
502111,2025-08-26,Physiotherapeut/in im Pensum 60-100%,https://physioswiss.ch/stelleninserate/116479/physiotherapeut-in-im-pensum-60-100/
241997,2025-08-22,Dipl. Physiotherapeut/In FH mit SRK- Anerkennung,https://physioswiss.ch/stelleninserate/116117/dipl-physiotherapeut-in-fh-mit-srk-anerkennung/
502089,2025-08-22,(Sport)PhysiotherapeutIn gesucht (60%-100%),https://physioswiss.ch/stelleninserate/116247/sportphysiotherapeutin-gesucht-60-100/
502096,2025-08-22,Dipl. Physiotherapeut:in im Wochenend-Dienst,https://physioswiss.ch/stelleninserate/116381/dipl-physiotherapeutin-im-wochenend-dienst/
502073,2025-08-20,Physiotherapeut*in für Therapeutisches Klettern,https://physioswiss.ch/stelleninserate/116084/physiotherapeutin-fuer-therapeutisches-klettern/
502083,2025-08-20,Physiotherapeut/in 60-100% – Bewege mit uns was in Elgg bei Winterthur,https://physioswiss.ch/stelleninserate/116139/physiotherapeut-in-60-100-bewege-mit-uns-was-in-elgg-bei-winterthur/
502057,2025-08-19,Deine neue Stelle – Physiotherapeut:In 20-60%,https://physioswiss.ch/stelleninserate/115826/deine-neue-stelle-physiotherapeutin-20-60/
502065,2025-08-19,Physiotherapeut:in (100%) – Deine neue Herausforderung in Wetzikon,https://physioswiss.ch/stelleninserate/115903/physiotherapeutin-100-deine-neue-herausforderung-in-wetzikon/
502066,2025-08-19,Physiotherapeut:in (60-100%) – Deine neue Herausforderung in Zürich,https://physioswiss.ch/stelleninserate/115907/physiotherapeutin-60-100-deine-neue-herausforderung-in-zuerich/
502069,2025-08-19,Dipl. Physiotherapeut:in,https://physioswiss.ch/stelleninserate/115989/dipl-physiotherapeutin/
502025,2025-08-18,Physiotherapeut:in (60–100% – m/w/d) in Muri AG – Gestalte mit uns Gesundheit neu,https://physioswiss.ch/stelleninserate/115325/physiotherapeutin-60-100-m-w-d-in-muri-ag-gestalte-mit-uns-gesundheit-neu/
502051,2025-08-18,Physiotherapeut/in 50-80% selbständig im Team,https://physioswiss.ch/stelleninserate/115782/physiotherapeut-in-50-80-selbstaendig-im-team/
502036,2025-08-13,Dipl. Physiotherapeut/in 20% bis 60% mit SRK in Herisau (AR) gesucht,https://physioswiss.ch/stelleninserate/115486/dipl-physiotherapeut-in-20-bis-60-mit-srk-in-herisau-ar-gesucht/
502037,2025-08-13,"Mobiler Physiotherapeut:in (50–100 %) – Spitzenlohn, Dienstwagen & volle Freiheit AG / ZH / LU / ZG",https://physioswiss.ch/stelleninserate/115497/mobiler-physiotherapeutin-50-100-spitzenlohn-dienstwagen-volle-freiheit-ag-zh-lu-zg/
502038,2025-08-13,STANDORTLEITER:IN & PHYSIOTHERAPEUT:IN (80-100%) – Deine Chance in Rapperswil!,https://physioswiss.ch/stelleninserate/115511/standortleiterin-physiotherapeutin-80-100-deine-chance-in-rapperswil/
502039,2025-08-13,Physiotherapeut:in (60–100%) – Deine neue Herausforderung in Rapperswil,https://physioswiss.ch/stelleninserate/115514/physiotherapeutin-60-100-deine-neue-herausforderung-in-rapperswil/
501996,2025-08-08,Physiotherapeut*In 40-60%,https://physioswiss.ch/stelleninserate/114950/physiotherapeutin-40-60/
501985,2025-08-07,Beckenbodentherapeut:in (60-100%) – Deine Chance in Uster,https://physioswiss.ch/stelleninserate/114798/beckenbodentherapeutin-60-100-deine-chance-in-uster/
501998,2025-08-07,Dipl. Physiotherapeut/in 40% bis 60% in Sissach (BL) gesucht,https://physioswiss.ch/stelleninserate/114963/dipl-physiotherapeut-in-40-bis-60-in-sissach-bl-gesucht/
501759,2025-06-27,DIPL. PHYSIOTHERAPEUT/IN,https://physioswiss.ch/stelleninserate/111713/dipl-physiotherapeut-in/
